year,month,area,uf,className,numPol
2024/2025,1,8.07,PA,DEGRADACAO,15
2024/2025,1,24.71,PA,DESMATAMENTO_CR,132
2024/2025,1,0.54,PA,MINERACAO,6
2024/2025,1,92.63,RO,CICATRIZ_DE_QUEIMADA,92
2024/2025,1,0.73,RO,DEGRADACAO,1
2024/2025,1,4.29,RO,DESMATAMENTO_CR,20
2024/2025,1,0.36,RR,CICATRIZ_DE_QUEIMADA,2
2024/2025,1,0.98,RR,DEGRADACAO,5
2024/2025,1,33.2,RR,DESMATAMENTO_CR,160
2024/2025,2,0.11,AC,CICATRIZ_DE_QUEIMADA,1
2024/2025,2,0.09,AC,DEGRADACAO,1
2024/2025,2,1.89,AC,DESMATAMENTO_CR,8
2024/2025,2,16.32,AM,CICATRIZ_DE_QUEIMADA,52
2024/2025,2,4.73,AM,DEGRADACAO,18
2024/2025,2,10.6,AM,DESMATAMENTO_CR,26
2024/2025,2,165.92,MA,CICATRIZ_DE_QUEIMADA,72
2024/2025,2,1.67,MA,DESMATAMENTO_CR,4
2024/2025,2,1.95,MA,DESMATAMENTO_VEG,1
2024/2025,2,32.36,MT,CICATRIZ_DE_QUEIMADA,49
2024/2025,2,7.54,MT,CS_DESORDENADO,5
2024/2025,2,17.08,MT,CS_GEOMETRICO,7
2024/2025,2,15.04,MT,DEGRADACAO,25
2024/2025,2,28.59,MT,DESMATAMENTO_CR,56
2024/2025,2,191.89,PA,CICATRIZ_DE_QUEIMADA,99
2024/2025,2,5.6,PA,DEGRADACAO,7
2024/2025,2,15.27,PA,DESMATAMENTO_CR,45
2024/2025,2,60.41,RO,CICATRIZ_DE_QUEIMADA,75
2024/2025,2,3.47,RO,CS_DESORDENADO,2
2024/2025,2,4.43,RO,DEGRADACAO,7
2024/2025,2,2.53,RO,DESMATAMENTO_CR,12
2024/2025,2,17.95,RR,DESMATAMENTO_CR,42
2024/2025,2,0.5,TO,DESMATAMENTO_CR,2
2024/2025,3,6.15,AM,CICATRIZ_DE_QUEIMADA,22
2024/2025,3,18.41,AM,DESMATAMENTO_CR,37
2024/2025,3,0.1,AM,MINERACAO,1
2024/2025,3,0.87,AP,CICATRIZ_DE_QUEIMADA,5
2024/2025,3,26.33,MA,CICATRIZ_DE_QUEIMADA,25
2024/2025,3,30.2,MT,CICATRIZ_DE_QUEIMADA,57
2024/2025,3,3.57,MT,CS_DESORDENADO,1
2024/2025,3,12.11,MT,CS_GEOMETRICO,7
2024/2025,3,2.77,MT,DEGRADACAO,6
2024/2025,3,44.91,MT,DESMATAMENTO_CR,94
2024/2025,3,0.45,MT,MINERACAO,5
2024/2025,3,91.39,PA,CICATRIZ_DE_QUEIMADA,118
2024/2025,3,1.82,PA,CS_DESORDENADO,2
2024/2025,3,4.79,PA,DEGRADACAO,12
2024/2025,3,18.51,PA,DESMATAMENTO_CR,87
2024/2025,3,0.66,PA,DESMATAMENTO_VEG,3
2024/2025,3,2.88,PA,MINERACAO,30
2024/2025,3,22.89,RO,CICATRIZ_DE_QUEIMADA,26
2024/2025,3,4.54,RO,DESMATAMENTO_CR,22
2024/2025,3,0.24,RO,DESMATAMENTO_VEG,2
2024/2025,3,0.12,RO,MINERACAO,1
2024/2025,3,1,RR,CICATRIZ_DE_QUEIMADA,4
2024/2025,3,2.02,RR,CS_DESORDENADO,1
2024/2025,3,8.34,RR,DEGRADACAO,9
2024/2025,3,50.41,RR,DESMATAMENTO_CR,143
2024/2025,3,0.14,TO,DESMATAMENTO_CR,1
2024/2025,4,1.75,AC,CICATRIZ_DE_QUEIMADA,6
2024/2025,4,1.12,AC,DEGRADACAO,6
2024/2025,4,6.46,AC,DESMATAMENTO_CR,35
2024/2025,4,0.57,AC,DESMATAMENTO_VEG,5
2024/2025,4,42.42,AM,CICATRIZ_DE_QUEIMADA,146
2024/2025,4,14.84,AM,DEGRADACAO,43
2024/2025,4,110.29,AM,DESMATAMENTO_CR,204
2024/2025,4,2.51,AM,DESMATAMENTO_VEG,8
2024/2025,4,0.83,AM,MINERACAO,7
2024/2025,4,3.19,AP,CICATRIZ_DE_QUEIMADA,5
2024/2025,4,8.41,MA,CICATRIZ_DE_QUEIMADA,16
2024/2025,4,0.11,MA,DEGRADACAO,1
2024/2025,4,0.19,MA,DESMATAMENTO_CR,1
2024/2025,4,41.4,MT,CICATRIZ_DE_QUEIMADA,53
2024/2025,4,4.39,MT,CS_DESORDENADO,2
2024/2025,4,10.25,MT,CS_GEOMETRICO,3
2024/2025,4,6.91,MT,DEGRADACAO,12
2024/2025,4,94.15,MT,DESMATAMENTO_CR,147
2024/2025,4,0.34,MT,DESMATAMENTO_VEG,1
2024/2025,4,0.16,MT,MINERACAO,2
2024/2025,4,232.71,PA,CICATRIZ_DE_QUEIMADA,205
2024/2025,4,26.74,PA,DEGRADACAO,47
2024/2025,4,37.93,PA,DESMATAMENTO_CR,122
2024/2025,4,0.84,PA,DESMATAMENTO_VEG,7
2024/2025,4,1.49,PA,MINERACAO,14
2024/2025,4,63.5,RO,CICATRIZ_DE_QUEIMADA,84
2024/2025,4,0.43,RO,DEGRADACAO,1
2024/2025,4,9.27,RO,DESMATAMENTO_CR,39
2024/2025,4,0.3,RO,DESMATAMENTO_VEG,2
2024/2025,4,0.22,RR,CICATRIZ_DE_QUEIMADA,1
2024/2025,4,1.07,RR,DEGRADACAO,4
2024/2025,4,4.55,RR,DESMATAMENTO_CR,20
2024/2025,4,0.12,RR,DESMATAMENTO_VEG,1
2024/2025,5,0.86,AC,CICATRIZ_DE_QUEIMADA,4
2024/2025,5,1.04,AC,DEGRADACAO,7
2024/2025,5,6.82,AC,DESMATAMENTO_CR,45
2024/2025,5,1.87,AC,DESMATAMENTO_VEG,10
2024/2025,5,113.13,AM,CICATRIZ_DE_QUEIMADA,296
2024/2025,5,1.4,AM,CS_DESORDENADO,2
2024/2025,5,31.69,AM,DEGRADACAO,65
2024/2025,5,139.01,AM,DESMATAMENTO_CR,380
2024/2025,5,2.38,AM,DESMATAMENTO_VEG,19
2024/2025,5,1.24,AM,MINERACAO,13
2024/2025,5,261.32,MA,CICATRIZ_DE_QUEIMADA,184
2024/2025,5,19.63,MA,DEGRADACAO,19
2024/2025,5,4.5,MA,DESMATAMENTO_CR,19
2024/2025,5,0.27,MA,DESMATAMENTO_VEG,1
2024/2025,5,176.91,MT,CICATRIZ_DE_QUEIMADA,250
2024/2025,5,9.74,MT,CS_DESORDENADO,9
2024/2025,5,76.79,MT,CS_GEOMETRICO,37
2024/2025,5,96.15,MT,DEGRADACAO,114
2024/2025,5,145.4,MT,DESMATAMENTO_CR,371
2024/2025,5,476.7,MT,DESMATAMENTO_VEG,128
2024/2025,5,5.01,MT,MINERACAO,48
2024/2025,5,431.17,PA,CICATRIZ_DE_QUEIMADA,752
2024/2025,5,1.91,PA,CS_DESORDENADO,1
2024/2025,5,20.17,PA,CS_GEOMETRICO,8
2024/2025,5,88.07,PA,DEGRADACAO,169
2024/2025,5,133.06,PA,DESMATAMENTO_CR,368
2024/2025,5,5.67,PA,DESMATAMENTO_VEG,25
2024/2025,5,6.37,PA,MINERACAO,72
2024/2025,5,95.26,RO,CICATRIZ_DE_QUEIMADA,196
2024/2025,5,1.76,RO,CS_DESORDENADO,1
2024/2025,5,0.83,RO,CS_GEOMETRICO,1
2024/2025,5,12.03,RO,DEGRADACAO,27
2024/2025,5,28.27,RO,DESMATAMENTO_CR,114
2024/2025,5,2.53,RO,DESMATAMENTO_VEG,18
2024/2025,5,0.43,RO,MINERACAO,4
2024/2025,5,0.34,RR,DESMATAMENTO_CR,1
2024/2025,5,0.43,TO,DESMATAMENTO_CR,4
2024/2025,6,1.34,AC,CICATRIZ_DE_QUEIMADA,8
2024/2025,6,1.19,AC,DEGRADACAO,9
2024/2025,6,12.09,AC,DESMATAMENTO_CR,100
2024/2025,6,3.46,AC,DESMATAMENTO_VEG,19
2024/2025,6,70.94,AM,CICATRIZ_DE_QUEIMADA,186
2024/2025,6,13.13,AM,DEGRADACAO,63
2024/2025,6,94.37,AM,DESMATAMENTO_CR,307
2024/2025,6,5.31,AM,DESMATAMENTO_VEG,24
2024/2025,6,0.35,AM,MINERACAO,4
2024/2025,6,0.11,AP,DESMATAMENTO_CR,1
2024/2025,6,0.49,AP,DESMATAMENTO_VEG,2
2024/2025,6,4.46,MA,CICATRIZ_DE_QUEIMADA,10
2024/2025,6,4.04,MA,DESMATAMENTO_CR,12
2024/2025,6,78.43,MT,CICATRIZ_DE_QUEIMADA,174
2024/2025,6,19.88,MT,CS_DESORDENADO,18
2024/2025,6,18,MT,CS_GEOMETRICO,15
2024/2025,6,25.12,MT,DEGRADACAO,53
2024/2025,6,99.85,MT,DESMATAMENTO_CR,213
2024/2025,6,105.51,MT,DESMATAMENTO_VEG,56
2024/2025,6,0.88,MT,MINERACAO,11
2024/2025,6,167.1,PA,CICATRIZ_DE_QUEIMADA,306
2024/2025,6,6.63,PA,CS_DESORDENADO,6
2024/2025,6,72.73,PA,DEGRADACAO,123
2024/2025,6,74.58,PA,DESMATAMENTO_CR,310
2024/2025,6,33.14,PA,DESMATAMENTO_VEG,57
2024/2025,6,3.48,PA,MINERACAO,43
2024/2025,6,64.57,RO,CICATRIZ_DE_QUEIMADA,101
2024/2025,6,4.78,RO,DEGRADACAO,17
2024/2025,6,15.28,RO,DESMATAMENTO_CR,62
2024/2025,6,2.4,RO,DESMATAMENTO_VEG,7
2024/2025,6,4.13,RR,CS_DESORDENADO,2
2024/2025,6,0.26,RR,DEGRADACAO,2
2024/2025,6,2.27,RR,DESMATAMENTO_CR,10
2024/2025,7,0.16,AC,CICATRIZ_DE_QUEIMADA,2
2024/2025,7,74.35,AC,CS_DESORDENADO,27
2024/2025,7,0.8,AC,CS_GEOMETRICO,1
2024/2025,7,5.67,AC,DEGRADACAO,16
2024/2025,7,24.94,AC,DESMATAMENTO_CR,226
2024/2025,7,1.01,AC,DESMATAMENTO_VEG,9
2024/2025,7,11.14,AM,CICATRIZ_DE_QUEIMADA,41
2024/2025,7,68.89,AM,CS_DESORDENADO,8
2024/2025,7,12.02,AM,CS_GEOMETRICO,7
2024/2025,7,67.76,AM,DEGRADACAO,149
2024/2025,7,149.63,AM,DESMATAMENTO_CR,688
2024/2025,7,5.61,AM,DESMATAMENTO_VEG,21
2024/2025,7,2.2,AM,MINERACAO,23
2024/2025,7,0.08,AP,DEGRADACAO,1
2024/2025,7,0.52,AP,DESMATAMENTO_CR,3
2024/2025,7,0.16,AP,MINERACAO,2
2024/2025,7,48.28,MA,CICATRIZ_DE_QUEIMADA,20
2024/2025,7,0.92,MA,DEGRADACAO,2
2024/2025,7,5.15,MA,DESMATAMENTO_CR,33
2024/2025,7,70.19,MT,CICATRIZ_DE_QUEIMADA,59
2024/2025,7,96.63,MT,CS_DESORDENADO,44
2024/2025,7,595.19,MT,CS_GEOMETRICO,185
2024/2025,7,177.4,MT,DEGRADACAO,165
2024/2025,7,106.79,MT,DESMATAMENTO_CR,310
2024/2025,7,10.18,MT,DESMATAMENTO_VEG,22
2024/2025,7,1.74,MT,MINERACAO,22
2024/2025,7,253.85,PA,CICATRIZ_DE_QUEIMADA,227
2024/2025,7,16.26,PA,CS_DESORDENADO,6
2024/2025,7,24.14,PA,CS_GEOMETRICO,17
2024/2025,7,208.58,PA,DEGRADACAO,276
2024/2025,7,151.4,PA,DESMATAMENTO_CR,656
2024/2025,7,26.12,PA,DESMATAMENTO_VEG,63
2024/2025,7,4.77,PA,MINERACAO,62
2024/2025,7,23.83,RO,CICATRIZ_DE_QUEIMADA,36
2024/2025,7,26.57,RO,CS_DESORDENADO,7
2024/2025,7,11.56,RO,CS_GEOMETRICO,5
2024/2025,7,18.18,RO,DEGRADACAO,26
2024/2025,7,32.81,RO,DESMATAMENTO_CR,156
2024/2025,7,1.86,RO,DESMATAMENTO_VEG,4
2024/2025,7,0.3,RO,MINERACAO,3
2024/2025,7,3.68,RR,DEGRADACAO,11
2024/2025,7,8.85,RR,DESMATAMENTO_CR,48
2024/2025,7,0.34,RR,DESMATAMENTO_VEG,2
2024/2025,7,0.39,TO,DESMATAMENTO_CR,3
2024/2025,7,0.57,TO,DESMATAMENTO_VEG,1
2025/2026,8,0.36,AC,CICATRIZ_DE_QUEIMADA,3
2025/2026,8,81.66,AC,CS_DESORDENADO,45
2025/2026,8,2.6,AC,DEGRADACAO,18
2025/2026,8,31.46,AC,DESMATAMENTO_CR,315
2025/2026,8,0.57,AC,DESMATAMENTO_VEG,5
2025/2026,8,5.42,AM,CICATRIZ_DE_QUEIMADA,29
2025/2026,8,35.45,AM,CS_DESORDENADO,14
2025/2026,8,5.23,AM,CS_GEOMETRICO,4
2025/2026,8,24.21,AM,DEGRADACAO,59
2025/2026,8,69.2,AM,DESMATAMENTO_CR,380
2025/2026,8,0.74,AM,DESMATAMENTO_VEG,5
2025/2026,8,0.74,AM,MINERACAO,8
2025/2026,8,2.24,AP,MINERACAO,22
2025/2026,8,5.25,MA,DEGRADACAO,7
2025/2026,8,3.97,MA,DESMATAMENTO_CR,19
2025/2026,8,0.29,MA,DESMATAMENTO_VEG,1
2025/2026,8,62.63,MT,CICATRIZ_DE_QUEIMADA,98
2025/2026,8,114.92,MT,CS_DESORDENADO,48
2025/2026,8,253.01,MT,CS_GEOMETRICO,104
2025/2026,8,112.74,MT,DEGRADACAO,159
2025/2026,8,96.13,MT,DESMATAMENTO_CR,273
2025/2026,8,1.44,MT,DESMATAMENTO_VEG,2
2025/2026,8,0.92,MT,MINERACAO,11
2025/2026,8,53.78,PA,CICATRIZ_DE_QUEIMADA,69
2025/2026,8,34.58,PA,CS_DESORDENADO,26
2025/2026,8,49.55,PA,CS_GEOMETRICO,13
2025/2026,8,119.94,PA,DEGRADACAO,158
2025/2026,8,66.12,PA,DESMATAMENTO_CR,379
2025/2026,8,3.75,PA,DESMATAMENTO_VEG,24
2025/2026,8,4.12,PA,MINERACAO,52
2025/2026,8,8.3,RO,CICATRIZ_DE_QUEIMADA,9
2025/2026,8,22.33,RO,CS_DESORDENADO,12
2025/2026,8,7.87,RO,CS_GEOMETRICO,5
2025/2026,8,11.64,RO,DEGRADACAO,24
2025/2026,8,18.26,RO,DESMATAMENTO_CR,110
2025/2026,8,0.61,RO,DESMATAMENTO_VEG,3
2025/2026,8,0.11,RO,MINERACAO,2
2025/2026,8,0.25,RR,CICATRIZ_DE_QUEIMADA,1
2025/2026,8,8.07,RR,CS_DESORDENADO,6
2025/2026,8,22.68,RR,DEGRADACAO,37
2025/2026,8,18.58,RR,DESMATAMENTO_CR,72
2025/2026,8,0.92,TO,CICATRIZ_DE_QUEIMADA,2
2025/2026,8,0.07,TO,DESMATAMENTO_CR,1
2025/2026,9,9.59,AC,CS_DESORDENADO,12
2025/2026,9,0.38,AC,DEGRADACAO,3
2025/2026,9,21.96,AC,DESMATAMENTO_CR,203
2025/2026,9,0.2,AC,DESMATAMENTO_VEG,2
2025/2026,9,11.19,AM,CICATRIZ_DE_QUEIMADA,30
2025/2026,9,1.67,AM,CS_DESORDENADO,3
2025/2026,9,10.19,AM,CS_GEOMETRICO,5
2025/2026,9,8.88,AM,DEGRADACAO,17
2025/2026,9,45.02,AM,DESMATAMENTO_CR,267
2025/2026,9,1.21,AM,DESMATAMENTO_VEG,5
2025/2026,9,0.44,AM,MINERACAO,4
2025/2026,9,7.12,AP,CICATRIZ_DE_QUEIMADA,6
2025/2026,9,0.9,AP,DESMATAMENTO_CR,3
2025/2026,9,4.24,AP,MINERACAO,45
2025/2026,9,3.44,MA,CICATRIZ_DE_QUEIMADA,4
2025/2026,9,4.8,MA,DESMATAMENTO_CR,35
2025/2026,9,0.57,MA,DESMATAMENTO_VEG,4
2025/2026,9,431.37,MT,CICATRIZ_DE_QUEIMADA,320
2025/2026,9,40.59,MT,CS_DESORDENADO,13
2025/2026,9,105.13,MT,CS_GEOMETRICO,37
2025/2026,9,199.39,MT,DEGRADACAO,142
2025/2026,9,87.63,MT,DESMATAMENTO_CR,232
2025/2026,9,0.12,MT,DESMATAMENTO_VEG,1
2025/2026,9,0.19,MT,MINERACAO,3
2025/2026,9,214.85,PA,CICATRIZ_DE_QUEIMADA,160
2025/2026,9,63.51,PA,CS_DESORDENADO,30
2025/2026,9,55.11,PA,CS_GEOMETRICO,23
2025/2026,9,184.98,PA,DEGRADACAO,165
2025/2026,9,96.41,PA,DESMATAMENTO_CR,583
2025/2026,9,9.04,PA,DESMATAMENTO_VEG,30
2025/2026,9,1.67,PA,MINERACAO,19
2025/2026,9,11.14,RO,CICATRIZ_DE_QUEIMADA,30
2025/2026,9,14.05,RO,CS_DESORDENADO,11
2025/2026,9,15.08,RO,CS_GEOMETRICO,10
2025/2026,9,14.49,RO,DEGRADACAO,20
2025/2026,9,21.22,RO,DESMATAMENTO_CR,115
2025/2026,9,0.18,RO,DESMATAMENTO_VEG,1
2025/2026,9,11.42,RR,CS_DESORDENADO,9
2025/2026,9,1.3,RR,CS_GEOMETRICO,1
2025/2026,9,4.45,RR,DEGRADACAO,16
2025/2026,9,29.3,RR,DESMATAMENTO_CR,139
2025/2026,9,1.24,RR,DESMATAMENTO_VEG,4
2025/2026,9,10.55,TO,CICATRIZ_DE_QUEIMADA,10
2025/2026,9,0.97,TO,DESMATAMENTO_CR,5
2025/2026,10,12.22,AC,CS_DESORDENADO,10
2025/2026,10,1.44,AC,DEGRADACAO,11
2025/2026,10,18.82,AC,DESMATAMENTO_CR,174
2025/2026,10,0.17,AC,DESMATAMENTO_VEG,2
2025/2026,10,5.74,AM,CICATRIZ_DE_QUEIMADA,17
2025/2026,10,26.76,AM,CS_DESORDENADO,9
2025/2026,10,5.71,AM,DEGRADACAO,9
2025/2026,10,22.45,AM,DESMATAMENTO_CR,130
2025/2026,10,0.39,AM,MINERACAO,4
2025/2026,10,6.64,AP,CICATRIZ_DE_QUEIMADA,7
2025/2026,10,0.87,AP,DESMATAMENTO_CR,8
2025/2026,10,1.2,AP,MINERACAO,15
2025/2026,10,8.68,MA,CICATRIZ_DE_QUEIMADA,17
2025/2026,10,3.98,MA,DESMATAMENTO_CR,27
2025/2026,10,107.42,MT,CICATRIZ_DE_QUEIMADA,154
2025/2026,10,46.74,MT,CS_DESORDENADO,23
2025/2026,10,41.57,MT,CS_GEOMETRICO,21
2025/2026,10,42.79,MT,DEGRADACAO,58
2025/2026,10,32.15,MT,DESMATAMENTO_CR,116
2025/2026,10,2.7,MT,DESMATAMENTO_VEG,3
2025/2026,10,0.39,MT,MINERACAO,5
2025/2026,10,77.08,PA,CICATRIZ_DE_QUEIMADA,135
2025/2026,10,18.12,PA,CS_DESORDENADO,5
2025/2026,10,7.7,PA,CS_GEOMETRICO,6
2025/2026,10,52.38,PA,DEGRADACAO,70
2025/2026,10,64.66,PA,DESMATAMENTO_CR,357
2025/2026,10,0.29,PA,DESMATAMENTO_VEG,2
2025/2026,10,0.45,PA,MINERACAO,5
2025/2026,10,16.41,RO,CICATRIZ_DE_QUEIMADA,28
2025/2026,10,2.77,RO,CS_DESORDENADO,3
2025/2026,10,28.27,RO,CS_GEOMETRICO,10
2025/2026,10,13.69,RO,DEGRADACAO,11
2025/2026,10,12.53,RO,DESMATAMENTO_CR,86
2025/2026,10,0.29,RO,DESMATAMENTO_VEG,1
2025/2026,10,0.08,RO,MINERACAO,1
2025/2026,10,0.98,RR,CS_DESORDENADO,1
2025/2026,10,1.87,RR,CS_GEOMETRICO,3
2025/2026,10,3.1,RR,DEGRADACAO,11
2025/2026,10,13.97,RR,DESMATAMENTO_CR,50
2025/2026,10,1.26,RR,DESMATAMENTO_VEG,3
2025/2026,10,0.07,RR,MINERACAO,1
2025/2026,10,0.19,TO,CICATRIZ_DE_QUEIMADA,2
2025/2026,10,1.36,TO,DESMATAMENTO_CR,3
